id,isusingmultipledevices,freereturn,userid
0f49c89d1e7298bb9930789c8ed59d48,WEBSITE,WEBSITE,WEBSITE
46ba9f2a6976570b0353203ec4474217,Yes,1,175
0e01938fc48a2cfb5f2217fbfb00722d,No,1,176
16a5cdae362b8d27a1d8f8c7b78b4330,No,1,177
918317b57931b6b7a7d29490fe5ec9f9,No,1,178
48aedb8880cab8c45637abc7493ecddd,API,API,API
839ab46820b524afda05122893c2fe8e,No,1,179
f90f2aca5c640289d0a29417bcb63a37,Yes,1,180
9c838d2e45b2ad1094d42f4ef36764f6,Yes,1,181
1700002963a49da13542e0726b7bb758,No,1,161
53c3bce66e43be4f209556518c2fcb54,No,1,182
6883966fd8f918a4aa29be29d2c386fb,No,1,183
49182f81e6a13cf5eaa496d51fea6406,Yes,1,184
d296c101daa88a51f6ca8cfc1ac79b50,No,1,185
9fd81843ad7f202f26c1a174c7357585,No,1,186
26e359e83860db1d11b6acca57d8ea88,Yes,1,46235
ef0d3930a7b6c95bd2b32ed45989c61f,No,1,266875
94f6d7e04a4d452035300f18b984988c,Yes,0,187
34ed066df378efacc9b924ec161e7639,Yes,0,187
577bcc914f9e55d5e4e4f82f9f00e7d4,No,1,188
11b9842e0a271ff252c1903e7132cd68,No,1,189
37bc2f75bf1bcfe8450a1a41c200364c,WEBSITE,WEBSITE,WEBSITE
496e05e1aea0a9c4655800e8a7b9ea28,No,1,190
b2eb7349035754953b57a32e2841bda5,No,1,191
8e98d81f8217304975ccb23337bb5761,No,1,191
a8c88a0055f636e4a163a5e3d16adab7,Yes,1,180
eddea82ad2755b24c4e168c5fc2ebd40,No,1,192
06eb61b839a0cefee4967c67ccb099dc,No,1,193
9dfcd5e558dfa04aaf37f137a1d9d3e5,No,1,194
950a4152c2b4aa3ad78bdd6b366cc179,WEBSITE,WEBSITE,WEBSITE
158f3069a435b314a80bdcb024f8e422,Yes,1,195
758874998f5bd0c393da094e1967a72b,Yes,1,195
ad13a2a07ca4b7642959dc0c4c740ab6,API,API,API
3fe94a002317b5f9259f82690aeea4cd,WEBSITE,WEBSITE,WEBSITE
5b8add2a5d98b1a652ea7fd72d942dac,No,0,196
432aca3a1e345e339f35a30c8f65edce,No,0,21
8d3bba7425e7c98c50f52ca1b52d3735,No,1,197
320722549d1751cf3f247855f937b982,Yes,1,198
caf1a3dfb505ffed0d024130f58c5cfa,Yes,1,198
5737c6ec2e0716f3d8a7a5c4e0de0d9a,NaN,1,NaN
bc6dc48b743dc5d013b1abaebd2faed2,No,1,200
f2fc990265c712c49d51a18a32b39f0c,Yes,1,201
89f0fd5c927d466d6ec9a21b9ac34ffa,Yes,1,201
a666587afda6e89aec274a3657558a27,No,1,202
b83aac23b9528732c23cc7352950e880,Yes,1,203
cd00692c3bfe59267d5ecfac5310286c,WEBSITE,WEBSITE,WEBSITE
6faa8040da20ef399b63a72d0e4ab575,No,1,262646
fe73f687e5bc5280214e0486b273a5f9,No,1,204
6da37dd3139aa4d9aa55b8d237ec5d4a,No,1,204
c042f4db68f23406c6cecf84a7ebb0fe,No,1,204
310dcbbf4cce62f762a2aaa148d556bd,No,1,204
2f2b265625d76a6704b08093c652fd79,No,1,205
f9b902fc3289af4dd08de5d1de54f68f,No,1,205
6855456e2fe46a9d49d3d3af4f57443d,No,1,205
357a6fdf7642bf815a88822c447d9dc4,No,1,206
819f46e52c25763a55cc642422644317,No,1,206
04025959b191f8f9de3f924f0940515f,No,1,206
40008b9a5380fcacce3976bf7c08af5b,Yes,1,207
3dd48ab31d016ffcbf3314df2b3cb9ce,No,1,208
58238e9ae2dd305d79c2ebc8c1883422,No,1,208
3ad7c2ebb96fcba7cda0cf54a2e802f5,No,1,209
b3967a0e938dc2a6340e258630febd5a,No,1,209
d81f9c1be2e08964bf9f24b15f0e4900,No,1,209
13f9896df61279c928f19721878fac41,No,1,210
c5ff2543b53f4cc0ad3819a36752467b,Yes,1,211
01386bd6d8e091c2ab4c7c7de644d37b,Yes,1,211
0bb4aec1710521c12ee76289d9440817,Yes,1,211
9de6d14fff9806d4bcd1ef555be766cd,Yes,1,212
efe937780e95574250dabe07151bdc23,No,1,213
371bce7dc83817b7893bcdeed13799b5,No,1,213
138bb0696595b338afbab333c555292a,No,1,214
8dd48d6a2e2cad213179a3992c0be53c,No,1,215
82cec96096d4281b7c95cd7e74623496,No,1,216
6c524f9d5d7027454a783c841250ba71,WEBSITE,WEBSITE,WEBSITE
fb7b9ffa5462084c5f4e7e85a093e6d7,No,0,218
aa942ab2bfa6ebda4840e7360ce6e7ef,Yes,1,219
c058f544c737782deacefa532d9add4c,Yes,1,23797
e7b24b112a44fdd9ee93bdf998c6ca0e,No,1,220
52720e003547c70561bf5e03b95aa99f,No,1,221
c3e878e27f52e2a57ace4d9a76fd9acf,Yes,1,222
00411460f7c92d2124a67ea0f4cb5f85,Yes,1,222
bac9162b47c56fc8a4d2a519803d51b3,No,1,254935
9be40cee5b0eee1462c82c6964087ff9,No,1,193
5ef698cd9fe650923ea331c15af3b160,No,1,193
05049e90fa4f5039a8cadc6acbb4b2cc,No,1,223
cf004fdc76fa1a4f25f62e0eb5261ca3,No,1,224
0c74b7f78409a4022a2c4c5a5ca3ee19,Yes,1,225
d709f38ef758b5066ef31b18039b8ce5,Yes,1,226
41f1f19176d383480afa65d325c06ed0,No,1,227
24b16fede9a67c9251d3e7c7161c83ac,No,1,228
ffd52f3c7e12435a724a8f30fddadd9c,No,1,229
ad972f10e0800b49d76fed33a21f6698,No,1,230
f61d6947467ccd3aa5af24db320235dd,WEBSITE,WEBSITE,WEBSITE
142949df56ea8ae0be8b5306971900a4,Yes,1,232
d34ab169b70c9dcd35e62896010cd9ff,No,1,233
8bf1211fd4b7b94528899de0a43b9fb3,WEBSITE,WEBSITE,WEBSITE
a02ffd91ece5e7efeb46db8f10a74059,No,1,234
bca82e41ee7b0833588399b1fcd177c7,Yes,1,235
00ec53c4682d36f5c4359f4ae7bd7ba1,No,1,236
4f6ffe13a5d75b2d6a3923922b3922e5,Yes,1,237
beed13602b9b0e6ecb5b568ff5058f07,Yes,1,237
0584ce565c824b7b7f50282d9a19945b,No,1,238
dc912a253d1e9ba40e2c597ed2376640,Yes,1,239
39461a19e9eddfb385ea76b26521ea48,No,1,240
8efb100a295c0c690931222ff4467bb8,No,1,241
d9fc5b73a8d78fad3d6dffe419384e70,Yes,1,242
c86a7ee3d8ef0b551ed58e354a836f2b,No,1,243
a01a0380ca3c61428c26a231f0e49a09,No,1,243
5a4b25aaed25c2ee1b74de72dc03c14e,No,1,243
f73b76ce8949fe29bf2a537cfa420e8f,No,1,244
70c639df5e30bdee440e4cdf599fec2b,No,1,245
28f0b864598a1291557bed248a998d4e,No,1,246
1543843a4723ed2ab08e18053ae6dc5b,No,1,246
f8c1f23d6a8d8d7904fc0ea8e066b3bb,No,1,246
e46de7e1bcaaced9a54f1e9d0d2f800d,Yes,1,247
b7b16ecf8ca53723593894116071700c,Yes,1,247
352fe25daf686bdb4edca223c921acea,No,1,87877
18d8042386b79e2c279fd162df0205c8,No,1,248
816b112c6105b3ebd537828a39af4818,API,API,API
69cb3ea317a32c4e6143e665fdb20b14,WEBSITE,WEBSITE,WEBSITE
bbf94b34eb32268ada57a3be5062fe7d,No,1,249
4f4adcbf8c6f66dcfc8a3282ac2bf10a,Yes,1,250
bbcbff5c1f1ded46c25d28119a85c6c2,No,1,251
8cb22bdd0b7ba1ab13d742e22eed8da2,No,1,251
f4f6dce2f3a0f9dada0c2b5b66452017,Yes,1,252
0d0fd7c6e093f7b804fa0150b875b868,Yes,1,252
a96b65a721e561e1e3de768ac819ffbb,Yes,1,252
1068c6e4c8051cfd4e9ea8072e3189e2,Yes,1,252
17d63b1625c816c22647a73e1482372b,Yes,1,252
b9228e0962a78b84f3d5d92f4faa000b,WEBSITE,WEBSITE,WEBSITE
0deb1c54814305ca9ad266f53bc82511,Yes,1,252
66808e327dc79d135ba18e051673d906,Yes,1,252
42e7aaa88b48137a16a1acd04ed91125,Yes,1,252
8fe0093bb30d6f8c31474bd0764e6ac0,Yes,1,252
41ae36ecb9b3eee609d05b90c14222fb,No,1,253
d1f255a373a3cef72e03aa9d980c7eca,No,1,254
7eacb532570ff6858afd2723755ff790,WEBSITE,WEBSITE,WEBSITE
b6f0479ae87d244975439c6124592772,No,1,254
e0c641195b27425bb056ac56f8953d24,No,1,254
f85454e8279be180185cac7d243c5eb3,No,1,254
faa9afea49ef2ff029a833cccc778fd0,No,1,254
3c7781a36bcd6cf08c11a970fbe0e2a6,No,1,254
25b2822c2f5a3230abfadd476e8b04c9,No,1,254
6ecbdd6ec859d284dc13885a37ce8d81,No,1,255
18997733ec258a9fcaf239cc55d53363,No,1,256
8d7d8ee069cb0cbbf816bbb65d56947e,No,1,257
75fc093c0ee742f6dddaa13fff98f104,No,1,257
f74909ace68e51891440e4da0b65a70c,No,1,257
66368270ffd51418ec58bd793f2d9b1b,No,1,258
248e844336797ec98478f85e7626de4a,No,1,259
019d385eb67632a7e958e23f24bd07d7,WEBSITE,WEBSITE,WEBSITE
a49e9411d64ff53eccfdd09ad10a15b3,No,1,261
ddb30680a691d157187ee1cf9e896d03,No,1,262
2421fcb1263b9530df88f7f002e78ea5,Yes,1,263
fccb60fb512d13df5083790d64c4d5dd,Yes,1,263
1651cf0d2f737d7adeab84d339dbabd3,Yes,1,263
eed5af6add95a9a6f1252739b1ad8c24,Yes,1,263
a8abb4bb284b5b27aa7cb790dc20f80b,Yes,1,263
15d4e891d784977cacbfcbb00c48f133,Yes,1,263
c203d8a151612acf12457e4d67635a95,Yes,1,263
13f3cf8c531952d72e5847c4183e6910,Yes,1,263
550a141f12de6341fba65b0ad0433500,Yes,1,263
67f7fb873eaf29526a11a9b7ac33bfac,No,1,264
1a5b1e4daae265b790965a275b53ae50,No,1,264
9a96876e2f8f3dc4f3cf45f02c61c0c1,No,1,265
9b70e8fe62e40c570a322f1b0b659098,No,1,266
d61e4bbd6393c9111e6526ea173a7c8b,No,1,266
f5f8590cd58a54e94377e6ae2eded4d9,No,1,266
941e1aaaba585b952b62c14a3a175a61,No,1,266
9431c87f273e507e6040fcb07dcb4509,No,1,266
49ae49a23f67c759bf4fc791ba842aa2,No,1,266
e44fea3bec53bcea3b7513ccef5857ac,No,1,266
821fa74b50ba3f7cba1e6c53e8fa6845,Yes,1,267
250cf8b51c773f3f8dc8b4be867a9a02,Yes,1,267
42998cf32d552343bc8e460416382dca,WEBSITE,WEBSITE,WEBSITE
d07e70efcfab08731a97e7b91be644de,No,1,268
7fe1f8abaad094e0b5cb1b01d712f708,No,1,269
98b297950041a42470269d56260243a1,No,1,270
0353ab4cbed5beae847a7ff6e220b5cf,Yes,1,271
51d92be1c60d1db1d2e5e7a07da55b26,Yes,1,271
428fca9bc1921c25c5121f9da7815cde,Yes,1,272
f1b6f2857fb6d44dd73c7041e0aa0f19,No,1,273
